supplier_id,supplier_name,risk_score,latitude,longitude,region,tier,annual_spend_usd,last_audit_date
SUP-001535,Supplier 1535,0.08,5.41,-59.89,EMEA,3,3168703,2024-11-13
SUP-001536,Supplier 1536,0.48,-48.29,166.15,LATAM,3,1636523,2025-08-18
SUP-001537,Supplier 1537,0.78,26.61,2.7,NA,1,1451679,2024-07-08
SUP-001538,Supplier 1538,0.74,52.54,116.15,LATAM,1,3018322,2025-05-23
SUP-001539,Supplier 1539,0.81,-41.61,-133.46,NA,2,1997953,2025-10-03
SUP-001540,Supplier 1540,0.45,-12.41,-83.49,APAC,1,682858,2026-05-12
SUP-001541,Supplier 1541,0.81,-53.67,160.76,EMEA,2,2791656,2026-06-09
SUP-001542,Supplier 1542,0.25,-56.15,-41.92,NA,2,2755169,2026-01-26
SUP-001543,Supplier 1543,0.36,68.66,53.43,LATAM,4,707036,2025-06-11
SUP-001544,Supplier 1544,0.18,4.15,171.41,LATAM,2,1355352,2026-04-13
SUP-001545,Supplier 1545,0.47,-13.78,18.28,APAC,1,1193973,2024-04-10
SUP-001546,Supplier 1546,0.39,-24.27,-70.08,LATAM,4,3480112,2026-07-29
SUP-001547,Supplier 1547,0.25,67.4,11.5,NA,1,1253174,2024-07-11
SUP-001548,Supplier 1548,0.75,-27.21,-160.33,LATAM,1,151030,2025-01-15
SUP-001549,Supplier 1549,0.32,34.34,-139.55,NA,2,1341122,2026-05-06
SUP-001550,Supplier 1550,0.28,-23.11,-177.42,EMEA,1,2350426,2025-11-07
SUP-001551,Supplier 1551,0.14,-50.84,138.32,APAC,4,3849305,2026-03-13
SUP-001552,Supplier 1552,0.44,28.83,61.66,APAC,2,270798,2025-10-11
SUP-001553,Supplier 1553,0.31,-59.79,-72.6,NA,4,4407283,2025-07-21
SUP-001554,Supplier 1554,0.37,27.85,-100.38,APAC,1,1659233,2024-06-13
SUP-001555,Supplier 1555,0.24,-27.45,65.91,APAC,3,1719711,2026-07-29
SUP-001556,Supplier 1556,0.76,36.99,151.03,LATAM,1,87719,2025-08-23
SUP-001557,Supplier 1557,0.92,40.07,-72.31,EMEA,1,1388982,2025-09-22
SUP-001558,Supplier 1558,0.5,34.13,-64.24,LATAM,2,2350802,2025-02-08
SUP-001559,Supplier 1559,0.64,-56.82,127.53,NA,4,3134226,
SUP-001560,Supplier 1560,0.86,31.49,141.62,EMEA,2,3837409,2025-03-01
SUP-001561,Supplier 1561,0.99,68.72,149.05,NA,4,2618360,2024-06-28
SUP-001562,Supplier 1562,0.61,-28.46,-74.46,APAC,1,510097,2024-06-19
SUP-001563,Supplier 1563,0.88,-24.35,-136.69,EMEA,2,1963224,2025-10-21
SUP-001564,Supplier 1564,0.9,45.76,-21.6,LATAM,3,3678761,2025-12-04
SUP-001565,Supplier 1565,0.79,-39.15,-73.52,NA,2,3201342,2024-07-13
SUP-001566,Supplier 1566,0.46,25.88,138.19,LATAM,3,2925134,2025-10-20
SUP-001567,Supplier 1567,0.09,38.15,-166.81,LATAM,3,2546687,2026-07-30
SUP-001568,Supplier 1568,0.03,-55.17,48.2,APAC,1,2527980,2025-05-17
SUP-001569,Supplier 1569,0.48,11.99,146.23,APAC,3,4965212,2026-07-05
SUP-001570,Supplier 1570,0.49,14.86,171.6,LATAM,4,3001421,2024-05-27
SUP-001571,Supplier 1571,0.41,-20.55,54.05,APAC,4,2989524,2025-01-15
SUP-001572,Supplier 1572,0.57,53.92,161.97,LATAM,2,1686126,2025-06-09
SUP-001573,Supplier 1573,0.55,-38.84,-152.76,NA,2,2455283,2024-12-03
SUP-001574,Supplier 1574,0.83,-12.65,-50.66,APAC,4,3554594,2024-04-04
SUP-001575,Supplier 1575,0.12,50.33,-176.86,LATAM,4,4291535,2025-03-08
SUP-001576,Supplier 1576,0.23,-35.22,173.23,NA,4,3900532,2024-11-16
SUP-001577,Supplier 1577,0.79,46.78,144.98,NA,4,3315069,2024-07-11
SUP-001578,Supplier 1578,0.84,-49.72,-169.9,APAC,2,3893337,2024-12-17
SUP-001579,Supplier 1579,0.98,3.6,-173.47,LATAM,1,174367,
SUP-001580,Supplier 1580,0.87,-50.21,-47.89,EMEA,1,1354604,2026-04-13
SUP-001581,Supplier 1581,0.88,28.13,-86.93,LATAM,2,1222927,2025-04-08
SUP-001582,Supplier 1582,0.32,42.78,124.9,APAC,4,3272995,
SUP-001583,Supplier 1583,0.4,50.48,-122.23,EMEA,2,3769205,2025-01-02
SUP-001584,Supplier 1584,0.27,67.56,104.63,APAC,2,748997,2025-07-18
SUP-001585,Supplier 1585,0.6,27.36,19.61,NA,4,972693,
SUP-001586,Supplier 1586,0.93,39.98,-44.14,APAC,1,2482143,2026-04-05
SUP-001587,Supplier 1587,0.35,5.75,-127.54,EMEA,3,4841852,2025-01-30
SUP-001588,Supplier 1588,0.56,58.66,179.17,APAC,3,23120,2025-02-05
SUP-001589,Supplier 1589,0.3,23.69,42.48,LATAM,4,4398498,2024-03-01
SUP-001590,Supplier 1590,0.18,54.86,-21.82,APAC,2,975997,2026-04-14
SUP-001591,Supplier 1591,0.2,-29.39,-46.39,APAC,3,1349901,2025-03-20
SUP-001592,Supplier 1592,0.07,4.58,146.06,LATAM,4,3162353,2024-05-08
SUP-001593,Supplier 1593,0.94,34.88,115.63,EMEA,4,3646585,2024-06-10
SUP-001594,Supplier 1594,0.4,-33.65,112.03,APAC,3,4373063,2024-12-10
SUP-001595,Supplier 1595,0.83,-32.53,41.83,APAC,3,37433,2026-01-06
SUP-001596,Supplier 1596,0.68,67.15,139.66,NA,4,254651,2024-03-30
SUP-001597,Supplier 1597,0.2,-3.5,-72.26,EMEA,4,2396380,2024-04-23
SUP-001598,Supplier 1598,0.18,-36.36,73.33,APAC,3,2797178,2025-06-13
SUP-001599,Supplier 1599,0.81,-16.91,-34.4,APAC,2,1311635,2025-04-16
SUP-001600,Supplier 1600,0.27,-8.34,36.0,NA,3,3187507,2026-06-22
SUP-001601,Supplier 1601,0.91,21.0,179.34,NA,1,1333581,2025-12-10
SUP-001602,Supplier 1602,0.15,59.99,174.43,APAC,3,4662630,2025-09-12
SUP-001603,Supplier 1603,0.67,68.26,4.54,LATAM,2,895369,2024-11-13
SUP-001604,Supplier 1604,0.81,24.72,26.59,LATAM,4,3279167,2025-08-14
SUP-001605,Supplier 1605,0.24,30.99,143.04,APAC,3,2656295,2025-07-05
SUP-001606,Supplier 1606,0.28,-18.16,174.83,LATAM,4,524133,2024-09-19
SUP-001607,Supplier 1607,0.96,51.43,100.3,APAC,4,3028131,2024-12-16
SUP-001608,Supplier 1608,0.27,-31.69,-156.53,LATAM,4,742253,
SUP-001609,Supplier 1609,0.43,-46.17,-63.85,NA,1,2702526,2025-05-22
SUP-001610,Supplier 1610,0.43,66.52,142.76,APAC,4,3182463,2025-03-21
SUP-001611,Supplier 1611,0.26,52.34,96.61,APAC,2,370157,2026-01-22
SUP-001612,Supplier 1612,0.77,-20.53,87.2,EMEA,3,1085942,2024-09-09
SUP-001613,Supplier 1613,0.77,27.77,60.45,LATAM,2,1485556,2024-07-26
SUP-001614,Supplier 1614,0.38,0.71,-30.51,LATAM,2,4642244,2026-07-21
SUP-001615,Supplier 1615,0.83,-17.99,-34.83,APAC,4,1113621,2026-01-28
SUP-001616,Supplier 1616,0.22,-22.72,111.22,APAC,4,4604229,2025-02-03
SUP-001617,Supplier 1617,0.01,-42.32,-74.24,APAC,3,2674566,2026-06-12
SUP-001618,Supplier 1618,0.57,11.41,66.54,NA,1,4743792,2024-12-16
SUP-001619,Supplier 1619,0.98,-1.94,81.44,NA,1,4158111,2025-09-29
SUP-001620,Supplier 1620,0.05,6.58,124.04,EMEA,1,1471833,2024-02-03
SUP-001621,Supplier 1621,0.21,-32.0,-64.84,EMEA,4,2803249,2025-10-20
SUP-001622,Supplier 1622,0.52,62.02,87.08,NA,2,3587580,2024-06-17
SUP-001623,Supplier 1623,0.8,23.02,-141.66,NA,1,401049,2024-08-15
SUP-001624,Supplier 1624,0.1,56.95,-130.3,NA,3,3318439,
SUP-001625,Supplier 1625,0.4,-45.79,-29.76,LATAM,4,2303734,2024-07-13
SUP-001626,Supplier 1626,0.74,20.97,-160.12,LATAM,3,187662,2025-03-31
SUP-001627,Supplier 1627,0.37,50.43,161.17,LATAM,2,4336402,2026-05-19
SUP-001628,Supplier 1628,0.2,-16.98,144.68,APAC,1,1335169,2026-06-20
SUP-001629,Supplier 1629,0.2,-34.63,-162.38,NA,4,4372205,
SUP-001630,Supplier 1630,0.41,-25.55,121.79,EMEA,1,1041765,
SUP-001631,Supplier 1631,0.48,-24.52,3.19,NA,4,2712880,2024-09-27
SUP-001632,Supplier 1632,0.85,-1.86,72.71,APAC,1,1860334,
SUP-001633,Supplier 1633,0.64,-17.62,139.3,APAC,1,4466048,2024-11-14
SUP-001634,Supplier 1634,0.69,-24.73,27.71,APAC,2,4765738,2025-11-10
SUP-001635,Supplier 1635,0.97,24.31,-138.12,EMEA,1,3852612,2026-07-25
SUP-001636,Supplier 1636,0.41,-53.11,-179.07,APAC,1,4229552,2025-08-09
SUP-001637,Supplier 1637,0.41,-15.75,-1.11,LATAM,1,3846877,2025-08-12
SUP-001638,Supplier 1638,0.91,29.67,161.72,NA,3,1474188,2025-05-15
SUP-001639,Supplier 1639,0.25,-37.14,26.14,APAC,4,4602795,2024-06-25
SUP-001640,Supplier 1640,0.73,-31.28,-45.74,EMEA,1,2654857,2025-06-29
SUP-001641,Supplier 1641,0.75,-33.91,-168.87,LATAM,3,1723928,2026-05-29
SUP-001642,Supplier 1642,0.11,-59.88,149.39,EMEA,2,969407,2025-10-12
SUP-001643,Supplier 1643,0.47,1.59,-62.22,EMEA,2,3551757,2025-12-11
SUP-001644,Supplier 1644,0.21,-54.94,73.72,EMEA,2,1394395,2026-03-25
SUP-001645,Supplier 1645,0.19,-24.52,69.93,LATAM,4,3266840,2024-12-31
SUP-001646,Supplier 1646,0.46,69.32,-88.6,LATAM,3,334366,2024-11-13
SUP-001647,Supplier 1647,0.29,59.39,-157.04,LATAM,3,3177688,2026-07-04
SUP-001648,Supplier 1648,0.79,-32.04,-41.4,NA,4,3216606,2025-03-09
SUP-001649,Supplier 1649,0.9,-19.7,-65.83,APAC,3,2628371,2025-11-23
SUP-001650,Supplier 1650,0.8,0.28,72.09,NA,1,3288034,2025-08-23
SUP-001651,Supplier 1651,0.27,49.77,115.12,NA,1,4968977,2024-04-26
SUP-001652,Supplier 1652,0.28,44.34,-99.92,APAC,2,4194123,2024-10-23
SUP-001653,Supplier 1653,0.26,-43.59,10.16,EMEA,1,2203354,2024-11-03
SUP-001654,Supplier 1654,0.14,-43.82,-165.38,EMEA,3,4359043,2024-06-17
SUP-001655,Supplier 1655,0.93,-5.82,-102.87,NA,2,4772698,2026-01-05
SUP-001656,Supplier 1656,0.4,53.11,94.23,NA,1,808696,2026-07-01
SUP-001657,Supplier 1657,0.23,54.67,105.62,EMEA,2,1801046,2026-07-01
SUP-001658,Supplier 1658,0.84,-46.04,99.51,NA,4,3717774,2024-07-02
SUP-001659,Supplier 1659,0.4,14.66,-128.74,LATAM,4,2579692,2025-02-28
SUP-001660,Supplier 1660,0.04,-39.76,18.37,LATAM,4,682191,2024-08-07
SUP-001661,Supplier 1661,0.17,29.2,-27.82,NA,4,2367843,2024-02-29
SUP-001662,Supplier 1662,0.64,59.14,176.94,EMEA,3,1874837,2025-08-07
SUP-001663,Supplier 1663,0.78,-0.88,55.47,APAC,4,3696705,2026-03-22
SUP-001664,Supplier 1664,0.22,-49.2,156.67,APAC,4,2582527,2024-03-14
SUP-001665,Supplier 1665,0.91,15.3,-127.67,LATAM,3,708207,2025-08-28
SUP-001666,Supplier 1666,0.84,-6.89,-17.69,LATAM,2,256854,2024-02-02
SUP-001667,Supplier 1667,0.84,45.42,97.78,EMEA,4,1443647,2026-03-06
SUP-001668,Supplier 1668,0.23,-15.76,-47.57,LATAM,2,792250,2024-03-01
SUP-001669,Supplier 1669,0.06,53.74,47.7,APAC,1,4382636,2025-02-15
SUP-001670,Supplier 1670,0.86,-24.42,4.21,EMEA,1,1362869,2024-04-26
SUP-001671,Supplier 1671,0.31,-39.52,177.09,NA,3,3176129,2025-01-24
SUP-001672,Supplier 1672,0.62,-20.16,-117.41,APAC,1,646436,2025-02-09
SUP-001673,Supplier 1673,0.75,-55.46,156.73,LATAM,1,2214155,2025-05-24
SUP-001674,Supplier 1674,0.14,-23.44,-35.43,APAC,1,4671140,2026-02-21
SUP-001675,Supplier 1675,0.78,25.82,-11.52,NA,3,3220753,2026-07-29
SUP-001676,Supplier 1676,0.93,-41.5,10.3,NA,2,1448712,2024-11-18
SUP-001677,Supplier 1677,0.72,-45.52,-84.47,APAC,3,3740866,2026-05-21
SUP-001678,Supplier 1678,0.44,-42.79,166.92,EMEA,3,2510846,2025-02-07
SUP-001679,Supplier 1679,0.87,-49.92,148.14,LATAM,4,1183175,2024-04-21
SUP-001680,Supplier 1680,0.53,53.7,170.25,EMEA,1,4982705,2025-07-20
SUP-001681,Supplier 1681,0.74,62.73,178.89,NA,2,4688557,2025-11-13
SUP-001682,Supplier 1682,0.81,-53.95,61.13,LATAM,3,2837546,2024-10-12
SUP-001683,Supplier 1683,0.74,38.81,-17.39,EMEA,2,175561,2025-07-10
SUP-001684,Supplier 1684,0.29,35.83,126.26,APAC,1,2063363,2025-02-12
SUP-001685,Supplier 1685,0.13,69.6,-171.43,EMEA,1,2574668,2024-05-16
SUP-001686,Supplier 1686,0.24,-14.78,120.39,APAC,2,4649664,2024-12-30
SUP-001687,Supplier 1687,0.5,-22.88,-0.98,EMEA,2,3667633,2025-02-07
SUP-001688,Supplier 1688,0.51,-1.1,62.36,LATAM,1,1120263,2024-11-18
SUP-001689,Supplier 1689,0.58,51.35,-45.34,LATAM,2,2555012,2026-05-13
SUP-001690,Supplier 1690,0.4,34.72,-47.3,APAC,3,905708,2025-01-01
SUP-001691,Supplier 1691,0.78,1.31,-168.58,LATAM,4,2374463,2025-08-14
SUP-001692,Supplier 1692,0.9,-28.21,-27.44,LATAM,3,2681468,2024-01-11
SUP-001693,Supplier 1693,0.25,34.51,-32.99,EMEA,1,2553835,2024-10-22
SUP-001694,Supplier 1694,0.73,51.09,-99.08,EMEA,3,2142235,2026-04-16
SUP-001695,Supplier 1695,0.67,-8.01,-90.96,NA,1,2191876,2026-04-22
SUP-001696,Supplier 1696,0.52,26.92,30.29,NA,1,3986960,2026-07-11
SUP-001697,Supplier 1697,0.19,-7.97,-65.6,NA,3,2534275,2024-02-23
SUP-001698,Supplier 1698,0.79,2.2,118.89,NA,2,219630,2026-03-25
SUP-001699,Supplier 1699,0.95,8.24,-139.9,APAC,2,3706732,2024-09-09
SUP-001700,Supplier 1700,0.72,40.84,27.95,APAC,4,3092451,2024-01-06
SUP-001701,Supplier 1701,0.91,67.08,-122.38,EMEA,1,3481495,2024-03-28
SUP-001702,Supplier 1702,0.97,-2.23,10.17,NA,1,3556288,2025-12-09
SUP-001703,Supplier 1703,0.36,-15.5,18.92,NA,3,874228,2025-07-12
SUP-001704,Supplier 1704,0.64,-11.43,51.23,LATAM,2,4859864,2025-06-25
SUP-001705,Supplier 1705,0.47,-42.59,-26.13,LATAM,4,4952061,2026-04-12
SUP-001706,Supplier 1706,0.98,-21.4,3.41,NA,1,737358,2024-03-29
SUP-001707,Supplier 1707,0.1,-48.76,-114.86,EMEA,2,1102505,2024-03-19
SUP-001708,Supplier 1708,0.41,-4.37,-13.31,APAC,1,1238753,2026-05-30
SUP-001709,Supplier 1709,0.87,-38.24,-45.71,NA,1,4832587,2025-07-26
SUP-001710,Supplier 1710,0.29,-14.97,59.81,APAC,2,4662891,2026-01-02
SUP-001711,Supplier 1711,0.78,43.17,-23.46,LATAM,3,1332417,2025-05-10
SUP-001712,Supplier 1712,0.39,-28.03,100.56,APAC,1,3156837,2024-05-17
SUP-001713,Supplier 1713,0.97,19.55,-26.64,EMEA,4,1224846,2025-05-08
SUP-001714,Supplier 1714,0.88,57.15,-95.12,LATAM,3,199864,2026-06-29
SUP-001715,Supplier 1715,0.31,13.7,-81.47,APAC,2,1159303,2024-04-21
SUP-001716,Supplier 1716,0.76,-34.81,-163.7,LATAM,4,395946,2024-04-29
SUP-001717,Supplier 1717,0.34,-15.18,14.37,NA,2,4240226,2024-11-23
SUP-001718,Supplier 1718,0.6,16.75,119.12,LATAM,1,3929348,2025-03-05
SUP-001719,Supplier 1719,0.66,5.86,96.88,APAC,4,929699,2025-08-16
SUP-001720,Supplier 1720,0.82,-40.68,-22.4,LATAM,1,2841697,2024-05-30
SUP-001721,Supplier 1721,0.03,-1.92,-109.4,APAC,4,1033711,2026-05-31
SUP-001722,Supplier 1722,0.23,10.6,130.85,APAC,4,2831423,2024-05-21
SUP-001723,Supplier 1723,0.71,-25.25,-159.56,LATAM,4,4480899,2024-07-07
SUP-001724,Supplier 1724,0.56,19.62,-36.28,LATAM,2,4400529,2026-07-02
SUP-001725,Supplier 1725,0.5,-50.88,128.38,NA,3,4167021,2024-12-21
SUP-001726,Supplier 1726,0.06,-16.24,-38.46,APAC,4,1213078,2025-06-24
SUP-001727,Supplier 1727,0.35,44.56,-137.56,NA,1,961825,2025-02-14
SUP-001728,Supplier 1728,0.86,-26.29,-84.26,EMEA,2,810550,2024-09-01
SUP-001729,Supplier 1729,0.04,18.67,36.01,LATAM,2,644354,2025-04-23
SUP-001730,Supplier 1730,0.4,-6.7,-125.27,APAC,3,3072891,2026-01-02
SUP-001731,Supplier 1731,0.94,-18.86,55.78,EMEA,3,3295634,2024-01-11
SUP-001732,Supplier 1732,0.06,59.1,-22.26,NA,4,4413291,2026-04-06
SUP-001733,Supplier 1733,0.74,-15.38,-59.62,LATAM,2,460781,2024-06-23
SUP-001734,Supplier 1734,0.26,-29.23,-93.27,APAC,1,1333600,2026-05-16
SUP-001735,Supplier 1735,0.86,58.21,116.4,NA,1,3642475,2026-06-27
SUP-001736,Supplier 1736,0.74,36.97,-37.2,EMEA,4,3409658,2026-05-30
SUP-001737,Supplier 1737,0.88,28.63,85.85,NA,2,2142874,2025-09-06
SUP-001738,Supplier 1738,0.22,-53.56,-21.47,APAC,3,770371,2026-05-04
SUP-001739,Supplier 1739,0.53,-42.94,-146.93,APAC,3,2426190,2026-03-22
SUP-001740,Supplier 1740,0.77,22.98,-21.42,EMEA,4,867824,2025-08-26
SUP-001741,Supplier 1741,0.25,-32.77,2.77,EMEA,1,2682269,2026-04-22
SUP-001742,Supplier 1742,0.24,-30.67,-15.18,APAC,1,4508535,2024-11-19
SUP-001743,Supplier 1743,0.04,41.29,113.85,EMEA,3,986487,2026-02-26
SUP-001744,Supplier 1744,0.95,-22.83,147.91,EMEA,2,598645,2026-05-23
SUP-001745,Supplier 1745,0.71,-50.69,103.24,NA,4,3690777,2025-08-22
SUP-001746,Supplier 1746,0.63,-55.26,29.8,LATAM,1,131484,2024-04-25
SUP-001747,Supplier 1747,0.74,-2.39,14.92,NA,2,4917183,2024-07-21
SUP-001748,Supplier 1748,0.53,20.23,52.06,APAC,4,3876952,2024-06-08
SUP-001749,Supplier 1749,0.48,52.96,-76.38,LATAM,4,2022841,2025-05-18
SUP-001750,Supplier 1750,0.45,-45.6,112.26,APAC,1,1818922,2025-02-13
SUP-001751,Supplier 1751,0.64,-34.43,128.47,NA,4,1940436,2026-02-20
SUP-001752,Supplier 1752,0.21,8.87,-83.8,NA,1,1989326,2024-09-24
SUP-001753,Supplier 1753,0.88,-12.67,145.01,APAC,1,4199360,2024-06-05
SUP-001754,Supplier 1754,0.81,2.73,125.54,EMEA,4,4001289,2025-08-04
SUP-001755,Supplier 1755,0.35,60.14,-27.18,LATAM,1,1030869,2024-05-11
SUP-001756,Supplier 1756,0.58,10.84,147.24,EMEA,2,907879,2026-05-04
SUP-001757,Supplier 1757,0.15,-6.03,-136.64,LATAM,1,2707359,2024-03-17
SUP-001758,Supplier 1758,0.96,68.63,-169.92,APAC,3,3255131,2025-04-08
SUP-001759,Supplier 1759,0.89,-51.52,-54.77,NA,1,3638597,2026-06-14
SUP-001760,Supplier 1760,0.91,61.17,23.56,NA,2,1574506,2025-06-06
SUP-001761,Supplier 1761,0.34,5.22,-53.48,EMEA,2,2417468,2026-02-02
SUP-001762,Supplier 1762,0.18,5.49,159.14,APAC,3,530299,2025-02-03
SUP-001763,Supplier 1763,0.22,59.86,-88.3,LATAM,2,2284154,
SUP-001764,Supplier 1764,0.1,5.95,-78.76,APAC,1,3440605,2025-10-29
SUP-001765,Supplier 1765,0.13,-3.01,48.54,EMEA,2,1529028,2025-04-29
SUP-001766,Supplier 1766,0.08,-24.58,-178.61,LATAM,2,1600134,2024-04-05
SUP-001767,Supplier 1767,0.98,25.65,81.92,NA,2,2316766,2026-07-05
SUP-001768,Supplier 1768,0.08,14.05,-44.11,NA,3,4334354,2024-02-15
SUP-001769,Supplier 1769,0.14,-32.14,171.99,NA,2,3024505,2024-12-02
SUP-001770,Supplier 1770,0.82,32.22,68.91,APAC,2,4595987,2025-08-28
SUP-001771,Supplier 1771,0.58,23.73,-161.2,LATAM,4,317736,2025-12-27
SUP-001772,Supplier 1772,0.77,-8.35,-146.65,EMEA,2,4246768,2025-05-19
SUP-001773,Supplier 1773,0.63,-59.43,-148.26,APAC,2,228368,2025-01-13
SUP-001774,Supplier 1774,0.87,-1.94,162.94,LATAM,1,1618535,2025-01-19
SUP-001775,Supplier 1775,0.64,-59.21,66.26,LATAM,3,2138615,2026-07-10
SUP-001776,Supplier 1776,0.52,-50.25,-26.06,EMEA,3,1190547,2024-11-11
SUP-001777,Supplier 1777,0.71,-4.02,-107.83,EMEA,3,4946562,2026-03-17
SUP-001778,Supplier 1778,0.45,-49.35,134.51,APAC,1,4465075,2024-02-18
SUP-001779,Supplier 1779,0.35,-24.16,-107.44,APAC,2,2860491,
SUP-001780,Supplier 1780,0.47,25.21,74.4,EMEA,2,2270205,2025-10-04
SUP-001781,Supplier 1781,0.18,-19.88,94.8,APAC,4,3811174,2025-09-29
SUP-001782,Supplier 1782,0.79,69.69,-73.92,LATAM,2,3541621,
SUP-001783,Supplier 1783,0.27,59.12,1.77,EMEA,2,2408351,2025-10-14
SUP-001784,Supplier 1784,0.16,16.09,-99.72,LATAM,2,4137549,2025-02-24
SUP-001785,Supplier 1785,0.25,65.7,-43.59,APAC,4,972756,2025-07-14
SUP-001786,Supplier 1786,0.84,52.84,167.45,APAC,3,1395656,2026-04-23
SUP-001787,Supplier 1787,0.33,-18.54,69.53,LATAM,4,98028,
SUP-001788,Supplier 1788,0.68,37.45,124.78,EMEA,2,604296,2025-11-27
SUP-001789,Supplier 1789,0.85,-42.21,14.62,NA,4,1001918,2026-07-03
SUP-001790,Supplier 1790,0.09,28.99,-93.95,LATAM,4,3127889,2024-07-26
SUP-001791,Supplier 1791,0.76,3.84,76.64,EMEA,3,4279041,2025-07-09
SUP-001792,Supplier 1792,0.31,-57.81,0.2,EMEA,3,2955059,2025-09-12
SUP-001793,Supplier 1793,0.22,-24.35,-116.33,LATAM,4,2232582,2025-10-18
SUP-001794,Supplier 1794,0.69,64.2,-31.53,LATAM,4,1358298,2024-05-04
SUP-001795,Supplier 1795,0.9,-18.94,48.54,EMEA,2,516129,2025-12-18
SUP-001796,Supplier 1796,0.3,-36.41,84.72,EMEA,3,2927686,2024-07-02
SUP-001797,Supplier 1797,0.57,-35.62,-92.44,NA,2,712754,2025-01-21
SUP-001798,Supplier 1798,0.29,2.3,135.36,LATAM,1,3953882,2025-11-05
SUP-001799,Supplier 1799,0.55,49.54,-43.36,NA,2,2050216,2024-09-05
SUP-001800,Supplier 1800,0.62,38.54,-82.39,EMEA,4,1756554,2024-04-28
SUP-001801,Supplier 1801,0.61,-3.21,-109.76,APAC,4,142998,2025-09-29
SUP-001802,Supplier 1802,0.62,-32.87,109.5,APAC,4,1219165,2024-09-21
SUP-001803,Supplier 1803,0.14,-54.01,-52.5,NA,4,76637,2026-02-19
SUP-001804,Supplier 1804,0.69,0.14,-5.98,APAC,3,3627756,2026-04-27
SUP-001805,Supplier 1805,0.67,45.92,-99.78,LATAM,4,2454476,2024-11-26
SUP-001806,Supplier 1806,0.68,34.86,66.99,LATAM,1,3931501,2025-11-27
SUP-001807,Supplier 1807,0.08,-6.88,101.17,EMEA,2,2830530,
SUP-001808,Supplier 1808,0.45,17.31,-57.81,LATAM,1,4771904,2026-05-27
SUP-001809,Supplier 1809,0.41,-3.29,160.23,LATAM,4,3921092,2024-08-19
SUP-001810,Supplier 1810,0.09,15.27,-168.98,LATAM,3,746453,2026-04-12
SUP-001811,Supplier 1811,0.23,7.28,-132.14,APAC,4,591876,2026-01-12
SUP-001812,Supplier 1812,0.44,28.53,31.96,LATAM,2,4447427,2024-10-22
SUP-001813,Supplier 1813,0.74,6.0,72.51,APAC,2,1352859,2026-02-17
SUP-001814,Supplier 1814,0.24,62.28,-89.75,LATAM,3,3827843,2025-08-19
SUP-001815,Supplier 1815,0.82,-4.36,19.47,EMEA,3,3146588,2025-09-24
SUP-001816,Supplier 1816,0.54,-57.93,-65.38,EMEA,2,3512480,2024-12-23
SUP-001817,Supplier 1817,0.76,-29.27,19.47,LATAM,2,1341259,2024-08-08
SUP-001818,Supplier 1818,0.47,5.08,57.36,NA,3,1572137,2025-10-20
SUP-001819,Supplier 1819,0.5,10.27,170.21,EMEA,1,2778684,2024-02-19
SUP-001820,Supplier 1820,0.62,11.81,-15.95,EMEA,1,120742,2024-11-24
SUP-001821,Supplier 1821,0.92,32.89,53.36,NA,1,1565110,2024-05-13
SUP-001822,Supplier 1822,0.49,-24.3,28.09,APAC,1,2542676,2024-01-02
SUP-001823,Supplier 1823,0.53,26.44,-65.68,LATAM,1,1030270,2024-01-08
SUP-001824,Supplier 1824,0.6,31.52,-88.9,LATAM,1,1435989,
SUP-001825,Supplier 1825,0.73,-6.53,175.63,EMEA,1,4917844,2026-06-06
SUP-001826,Supplier 1826,0.08,-7.72,-105.53,EMEA,4,1456206,2025-12-28
SUP-001827,Supplier 1827,0.52,-36.74,104.5,APAC,1,4513066,
SUP-001828,Supplier 1828,0.48,-6.18,-127.23,NA,3,4636421,2024-03-20
SUP-001829,Supplier 1829,0.91,42.29,109.57,EMEA,1,3372700,2026-07-30
SUP-001830,Supplier 1830,0.49,58.17,-113.14,NA,4,773314,2025-07-19
SUP-001831,Supplier 1831,0.47,17.17,168.18,NA,1,1036376,2026-01-19
SUP-001832,Supplier 1832,0.95,-21.08,66.96,NA,3,4671819,2026-03-20
SUP-001833,Supplier 1833,0.45,28.7,-147.56,NA,3,17406,2024-09-04
SUP-001834,Supplier 1834,0.19,36.22,69.54,LATAM,4,2523995,2025-11-30
SUP-001835,Supplier 1835,0.22,-16.81,37.3,NA,3,2985434,2025-09-03
SUP-001836,Supplier 1836,0.1,47.45,-58.48,NA,3,4193013,2025-01-25
SUP-001837,Supplier 1837,0.01,-50.42,-86.14,NA,4,4476393,2025-04-09
SUP-001838,Supplier 1838,0.43,-58.6,78.75,APAC,4,1425101,2024-07-15
SUP-001839,Supplier 1839,0.76,-44.01,86.89,EMEA,2,2517672,2024-06-23
SUP-001840,Supplier 1840,0.73,-39.72,-62.21,EMEA,4,3173264,2026-05-20
SUP-001841,Supplier 1841,0.04,54.26,135.44,NA,4,4826255,2025-11-21
SUP-001842,Supplier 1842,0.57,-4.75,-83.22,APAC,3,2787376,2025-06-18
SUP-001843,Supplier 1843,0.16,-24.26,-154.85,LATAM,4,617823,2025-10-17
SUP-001844,Supplier 1844,0.93,-4.22,35.95,LATAM,1,4621588,2025-01-17
SUP-001845,Supplier 1845,0.17,-8.67,-141.45,LATAM,3,2567111,2024-08-23
